"","id_user","sec_difference"
"1656",49209,295
"1657",55889,295
"1658",97682,295
"1659",99563,295
"1660",99863,295
"1661",122656,295
"1662",139428,295
"1663",192935,295
"1664",209466,295
"1665",69235,296
"1666",95758,296
"1667",186223,296
"1668",192517,296
"1669",200608,296
"1670",61645,297
"1671",77019,297
"1672",130278,297
"1673",157178,297
"1674",208393,297
"1675",46130,298
"1676",50841,298
"1677",66298,298
"1678",82317,298
"1679",83211,298
"1680",124651,298
"1681",76315,299
"1682",98810,299
"1683",100268,299
"1684",106888,299
"1685",135727,299
"1686",145461,299
"1687",106028,300
"1688",131535,300
"1689",146737,300
"1690",185924,300
"1691",87944,301
"1692",107785,301
"1693",122906,301
"1694",163254,301
"1695",178468,301
"1696",196060,301
"1697",208619,301
"1698",54890,302
"1699",63676,302
"1700",68762,302
"1701",69339,302
"1702",84382,302
"1703",100005,302
"1704",126315,302
"1705",129273,302
"1706",183279,302
"1707",101646,303
"1708",129450,303
"1709",141670,303
"1710",145671,303
"1711",52277,304
"1712",68571,304
"1713",92732,304
"1714",93200,304
"1715",103056,304
"1716",147787,304
"1717",167606,304
"1718",47167,305
"1719",63532,305
"1720",64528,305
"1721",68512,305
"1722",90303,305
"1723",162573,305
"1724",174050,305
"1725",188218,305
"1726",196169,305
"1727",103605,306
"1728",128789,306
"1729",157081,306
"1730",198127,306
"1731",206896,306
"1732",88597,307
"1733",203562,307
"1734",45947,308
"1735",80736,308
"1736",120102,308
"1737",161798,308
"1738",169538,308
"1739",75319,309
"1740",119688,309
"1741",139895,309
"1742",159962,309
"1743",161949,309
"1744",64339,310
"1745",123729,310
"1746",156710,310
"1747",163883,310
"1748",54239,311
"1749",57253,311
"1750",61485,311
"1751",123284,311
"1752",187662,311
"1753",124885,312
"1754",126847,312
"1755",133258,312
"1756",152108,312
"1757",176262,312
"1758",181544,312
"1759",63298,313
"1760",95477,313
"1761",98832,313
"1762",102493,313
"1763",119245,313
"1764",179415,313
"1765",53166,314
"1766",81900,314
"1767",95133,314
"1768",124451,314
"1769",125323,314
"1770",155113,314
"1771",158835,314
"1772",179571,314
"1773",48881,315
"1774",48910,315
"1775",55106,315
"1776",71037,315
"1777",73250,315
"1778",75608,315
"1779",91904,315
"1780",96131,315
"1781",96568,315
"1782",131188,315
"1783",164710,315
"1784",193511,315
"1785",195582,315
"1786",91794,316
"1787",135022,316
"1788",156106,316
"1789",159622,316
"1790",179744,316
"1791",53319,317
"1792",64993,317
"1793",104167,317
"1794",207753,317
"1795",66761,318
"1796",123208,318
"1797",108715,319
"1798",84766,320
"1799",124766,320
"1800",132554,320
"1801",158604,320
"1802",46506,321
"1803",51166,321
"1804",73380,321
"1805",80181,321
"1806",85776,321
"1807",102142,321
"1808",136065,321
"1809",155309,321
"1810",174608,321
"1811",193912,321
"1812",46334,322
"1813",47128,322
"1814",61223,322
"1815",107083,322
"1816",163356,322
"1817",170052,322
"1818",175320,322
"1819",177734,322
"1820",67000,323
"1821",93712,323
"1822",113221,323
"1823",139328,323
"1824",170496,323
"1825",55616,324
"1826",62460,324
"1827",92842,324
"1828",96693,324
"1829",106510,324
"1830",109941,324
"1831",139246,324
"1832",143121,324
"1833",162304,324
"1834",195391,324
"1835",105362,325
"1836",128858,325
"1837",133532,325
"1838",174219,325
"1839",189982,325
"1840",194072,325
"1841",60889,326
"1842",76647,326
"1843",128286,326
"1844",140489,326
"1845",198641,326
"1846",200886,326
"1847",204117,326
"1848",210026,326
"1849",57028,327
"1850",87701,327
"1851",106694,327
"1852",56324,328
"1853",129655,328
"1854",156401,328
"1855",164159,328
"1856",73787,329
"1857",53429,330
"1858",95675,330
"1859",102061,330
"1860",103978,330
"1861",144672,330
"1862",208587,330
"1863",209152,330
"1864",54777,331
"1865",67235,331
"1866",113311,331
"1867",142584,331
"1868",166082,331
"1869",179444,331
"1870",57834,332
"1871",75504,332
"1872",89645,332
"1873",100392,332
"1874",140190,332
"1875",177879,332
"1876",47567,333
"1877",59288,333
"1878",122478,333
"1879",193955,333
"1880",81215,334
"1881",87440,334
"1882",93889,334
"1883",97999,334
"1884",127819,334
"1885",156600,334
"1886",52845,335
"1887",56789,335
"1888",62576,335
"1889",65757,335
"1890",74257,335
"1891",74455,335
"1892",100790,335
"1893",124029,335
